source_doc,senator_flag,senator_name,raw office,funding_year,fiscal_year,congress_number,reference_page,document_number,date_posted,start_date,end_date,description,salary_flag,amount,payee
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,320,V21400002316,1/23/14,5/20/13,11/10/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 18,000.00",DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400002805,1/29/14,11/1/13,12/27/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 14,021.67",FIG LEAF SOFTWARE INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400002930,1/29/14,10/1/12,4/30/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 142,995.00",BART AND ASSOCIATES INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003131,2/4/14,8/29/13,12/30/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 3,462.15",FIG LEAF SOFTWARE INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003259,2/4/14,11/1/13,11/27/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 1,518.07",FIG LEAF SOFTWARE INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003260,2/4/14,10/10/13,10/31/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 1,083.34",FIG LEAF SOFTWARE INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,351,V21400003418,2/7/14,12/2/13,12/31/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 60,129.23",EVERGREEN SYSTEMS INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,351,V21400003515,2/10/14,10/1/13,10/31/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 4,360.40",MACAULAY BROWN INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,351,V21400003516,2/10/14,11/1/13,11/30/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 16,569.52",MACAULAY BROWN INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,351,V21400003517,2/10/14,12/1/13,12/31/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 18,313.68",MACAULAY BROWN INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003720,2/20/14,11/22/13,2/2/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 25,000.00",CREATIVENGINE CORPORATION
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400002503,2/20/14,11/1/13,11/26/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 43,432.56",EVERGREEN SYSTEMS INC
113_sdoc22,0,,SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,308,V21400004016,3/4/14,10/1/13,12/27/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 2,241.81",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400004023,3/4/14,12/15/13,2/10/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 22,650.00",GSL SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,333,V21400003999,3/4/14,1/7/14,1/24/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 9,720.00",VERSIVO INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,351,V21400004024,3/4/14,1/1/14,1/31/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 18,313.68",MACAULAY BROWN INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,351,V21400004088,3/4/14,1/2/14,1/31/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 71,905.17",EVERGREEN SYSTEMS INC
113_sdoc22,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,300,V21400003998,3/5/14,10/1/13,10/25/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 16,713.95",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400004103,3/10/14,9/18/13,1/31/14,EXT DEV SOFTWARE (EXPENDABLE),0,$ 570.00,GSL SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,308,V21400004321,3/12/14,12/28/13,1/24/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 1,995.52",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,290,V21400004737,3/26/14,12/1/13,12/31/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 1,122.00",CFO SOLUTIONS LLC
113_sdoc22,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,290,V21400004738,3/26/14,1/1/14,1/31/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 5,100.00",CFO SOLUTIONS LLC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,318,V21400005081,4/2/14,10/26/13,11/22/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 40,508.36",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,324,V21400005100,4/2/14,1/2/14,1/31/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 8,397.01",FIG LEAF SOFTWARE INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,325,V21400005061,4/2/14,10/26/13,11/22/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 16,918.52",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,325,V21400005109,4/2/14,11/23/13,12/27/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 63,972.30",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,370,V21400005083,4/2/14,2/3/14,2/28/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 66,526.90",EVERGREEN SYSTEMS INC
113_sdoc25,0,,APPROPRIATIONS Funding Year 1214 MISCELLANEOUS ITEMS,1214,,,153,DAPP21400078,4/3/14,3/27/14,3/27/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 6,313.10",ICF INCORPORATED LLC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,296,V21400005170,4/4/14,2/14/14,2/17/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 18,000.00",CREATIVENGINE CORPORATION
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,296,V21400005142,4/9/14,2/12/13,4/11/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 7,000.00",CREATIVENGINE CORPORATION
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,370,V21400005447,4/10/14,2/1/14,2/28/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 16,569.52",MACAULAY BROWN INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,324,V21400005394,4/14/14,11/9/13,12/31/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 17,074.00",ICONSTITUENT LLC
113_sdoc25,0,,SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,336,V21400005492,4/15/14,3/9/14,3/17/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 1,080.00",VERSIVO INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,325,V21400005900,4/23/14,12/28/13,1/24/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 43,158.39",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,324,V21400006085,4/24/14,7/25/13,3/30/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 17,400.00",GSL SOLUTIONS INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,289,V21400006436,5/5/14,4/23/14,4/23/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 13,000.00",CREATIVENGINE CORPORATION
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,309,V21400006380,5/5/14,1/1/14,3/31/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 22,852.09",PROCENTRIX INC
113_sdoc25,0,,SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,320,V21400006426,5/5/14,1/25/14,2/28/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 3,164.42",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,361,V21400006381,5/5/14,12/28/13,1/24/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 16,002.51",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,370,V21400006430,5/5/14,3/3/14,3/31/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 68,201.58",EVERGREEN SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,361,V21400006512,5/8/14,1/25/14,2/21/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 62,491.32",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,370,V21400006612,5/8/14,3/1/14,3/31/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 18,313.68",MACAULAY BROWN INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,319,V21400006713,5/15/14,11/1/10,9/8/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 631,443.54",BART AND ASSOCIATES INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,324,V21400006637,5/19/14,12/3/13,12/2/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 28,913.73",SYMPLICITY CORPORATION
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,297,V21400006990,5/21/14,1/1/14,4/30/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 8,677.50",NAJIA SYSTEMS LLC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,297,V21400007001,5/21/14,4/17/14,4/17/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 12,000.00",CREATIVENGINE CORPORATION
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,289,V21400007010,5/29/14,11/1/12,2/14/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 27,875.49",DELOITTE CONSULTING LLP
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,324,V21400007125,5/29/14,4/30/14,4/30/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 6,000.00",DESKTOP SOLUTIONS INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,370,V21400007039,5/29/14,4/1/14,4/30/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 18,640.71",MACAULAY BROWN INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,361,V21400007237,5/30/14,2/22/14,3/28/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 74,494.97",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,297,V21400006947,6/2/14,11/1/12,2/14/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 21,501.68",DELOITTE CONSULTING LLP
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,310,V21400007140,6/6/14,4/1/14,4/30/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 9,793.75",PROCENTRIX INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,370,V21400007475,6/6/14,4/1/14,4/30/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 75,546.37",EVERGREEN SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,297,V21400007479,6/12/14,5/1/14,5/20/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 8,677.50",NAJIA SYSTEMS LLC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,361,V21400007934,6/23/14,3/29/14,4/25/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 60,920.30",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,289,V21400007970,6/25/14,3/31/14,4/30/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 11,870.91",DELOITTE CONSULTING LLP
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,289,V21400007971,6/25/14,5/1/14,5/31/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 11,870.91",DELOITTE CONSULTING LLP
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,289,V21400008178,6/26/14,6/11/14,6/11/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 18,500.00",CREATIVENGINE CORPORATION
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,297,V21400008115,6/27/14,6/11/14,6/11/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 13,500.00",CREATIVENGINE CORPORATION
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,324,V21400008210,7/1/14,12/1/13,4/1/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 12,500.00",CREATIVENGINE CORPORATION
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,289,V21400009011,7/23/14,6/23/14,6/23/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 3,600.00",GSL SOLUTIONS INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,298,V21400009015,7/23/14,6/11/14,6/11/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 13,500.00",CREATIVENGINE CORPORATION
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,370,V21400009013,7/23/14,5/1/14,5/31/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 18,313.68",MACAULAY BROWN INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,298,V21400009138,7/24/14,6/11/14,6/11/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 13,500.00",CREATIVENGINE CORPORATION
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,302,V21400009039,7/24/14,10/26/10,10/26/10,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 10,638.00",EMC CORPORATION
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,324,V21400009271,7/29/14,7/26/13,7/26/13,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 9,073.71",FIG LEAF SOFTWARE INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,289,V21400009232,7/30/14,5/23/14,7/9/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 17,000.00",CREATIVENGINE CORPORATION
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,370,V21400009308,7/30/14,5/1/14,5/31/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 63,049.01",EVERGREEN SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,289,V21400009413,8/1/14,6/1/14,6/30/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 11,870.91",DELOITTE CONSULTING LLP
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,298,V21400009466,8/4/14,6/25/14,7/8/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 2,500.00",CREATIVENGINE CORPORATION
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,289,V21400009645,8/8/14,3/15/14,7/15/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 37,368.32",PROCENTRIX INC
113_sdoc25,0,,APPROPRIATIONS Funding Year 1214 MISCELLANEOUS ITEMS,1214,,,153,DAPP21400183,8/8/14,6/5/14,6/5/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 8,272.50",ICF INCORPORATED LLC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,371,V21400009995,8/18/14,7/1/14,7/31/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 19,185.76",MACAULAY BROWN INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,371,V21400009996,8/18/14,6/1/14,6/30/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 17,125.47",MACAULAY BROWN INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,298,V21400010031,8/21/14,6/17/14,6/17/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 5,400.00",GSL SOLUTIONS INC
113_sdoc25,0,,SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,337,V21400009987,8/25/14,7/16/14,7/31/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 4,320.00",VERSIVO INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,361,V21400010153,8/26/14,4/26/14,5/23/14,EXT DEV SOFTWARE (EXPENDABLE),0,"$ 58,124.66",GENERAL DYNAMICS INFORMATION TECH INC
