source_doc,senator_flag,senator_name,raw office,funding_year,fiscal_year,congress_number,reference_page,document_number,date_posted,start_date,end_date,description,salary_flag,amount,payee
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 0913 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,913,,,274,V21400002199,1/27/14,11/1/13,11/30/13,SOFTWARE MAINTENANCE,0,$ 983.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,279,V21400002550,1/27/14,8/20/13,9/4/13,SOFTWARE MAINTENANCE,0,"$ 3,590.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,286,V21400002734,1/27/14,12/16/13,12/31/13,SOFTWARE MAINTENANCE,0,$ 69.29,SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,311,V21400002712,1/27/14,8/20/13,8/20/13,SOFTWARE MAINTENANCE,0,$ 192.50,TYCO INTEGRATED SECURITY LLC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,314,V21400002521,1/27/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,"$ 1,663.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400002585,1/27/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,"$ 1,663.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400002586,1/27/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,"$ 1,663.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400002593,1/27/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,"$ 1,663.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400002622,1/27/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,"$ 1,663.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400002738,1/27/14,3/1/13,12/31/13,SOFTWARE MAINTENANCE,0,"$ 1,385.83",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,DSFM21400338,1/27/14,11/28/13,12/27/13,SOFTWARE MAINTENANCE,0,$ 526.40,JP MORGAN CHASE BANK NA
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,349,V21400002501,1/27/14,12/7/13,12/6/14,SOFTWARE MAINTENANCE,0,"$ 21,612.00",BMC SOFTWARE INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,349,V21400002507,1/27/14,12/31/13,12/31/14,SOFTWARE MAINTENANCE,0,"$ 5,853.00",DLT SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,311,V21400002784,1/28/14,9/13/13,9/13/13,SOFTWARE MAINTENANCE,0,$ 292.52,TYCO INTEGRATED SECURITY LLC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 0913 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,913,,,274,V21400002782,1/29/14,12/1/13,12/31/13,SOFTWARE MAINTENANCE,0,$ 859.25,ICONSTITUENT LLC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,279,V21400002857,1/29/14,5/16/13,10/30/13,SOFTWARE MAINTENANCE,0,"$ 2,100.00",CREATIVENGINE CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,286,V21400002814,1/29/14,12/1/13,12/31/13,SOFTWARE MAINTENANCE,0,$ 859.25,ICONSTITUENT LLC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,286,V21400002815,1/29/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,"$ 10,311.00",ICONSTITUENT LLC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,286,V21400002859,1/29/14,1/10/14,1/10/14,SOFTWARE MAINTENANCE,0,"$ 9,973.00",SWT83 LLC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,301,V21400002808,1/29/14,12/1/13,12/31/13,SOFTWARE MAINTENANCE,0,$ 487.00,IBM CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400002783,1/29/14,12/1/13,12/31/13,SOFTWARE MAINTENANCE,0,$ 859.25,ICONSTITUENT LLC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400002796,1/29/14,12/1/13,12/31/13,SOFTWARE MAINTENANCE,0,$ 859.25,ICONSTITUENT LLC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400002816,1/29/14,12/1/13,12/31/13,SOFTWARE MAINTENANCE,0,$ 859.25,ICONSTITUENT LLC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400002819,1/29/14,9/1/13,11/30/13,SOFTWARE MAINTENANCE,0,"$ 2,577.75",ICONSTITUENT LLC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400002860,1/29/14,7/17/13,7/17/13,SOFTWARE MAINTENANCE,0,$ 928.86,PROCENTRIX INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400002863,1/29/14,5/1/13,5/1/13,SOFTWARE MAINTENANCE,0,"$ 12,200.00",ICONSTITUENT LLC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400002881,1/29/14,9/6/13,9/6/13,SOFTWARE MAINTENANCE,0,"$ 6,368.96",LHS PRODUCTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400002886,1/29/14,9/27/13,9/27/13,SOFTWARE MAINTENANCE,0,$ 307.69,BROADCAST SOLUTIONS GROUP LLC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,327,V21400002810,1/29/14,12/1/13,12/31/13,SOFTWARE MAINTENANCE,0,"$ 23,727.00",IBM CORPORATION
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,327,V21400002813,1/29/14,12/1/13,12/31/13,SOFTWARE MAINTENANCE,0,"$ 7,231.35",IBM CORPORATION
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,349,V21400002780,1/29/14,10/1/13,9/30/14,SOFTWARE MAINTENANCE,0,"$ 20,024.31",TVAR SOLUTIONS LLC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400002742,1/30/14,12/1/13,12/31/13,SOFTWARE MAINTENANCE,0,"$ 60,089.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,327,V21400003075,1/30/14,10/1/13,10/31/13,SOFTWARE MAINTENANCE,0,$ 170.96,PERCEPTIVE SOFTWARE INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,349,V21400002980,1/30/14,1/27/14,1/26/15,SOFTWARE MAINTENANCE,0,$ 887.12,EC AMERICA INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,286,V21400003044,2/3/14,1/1/14,12/31/14,SOFTWARE MAINTENANCE,0,"$ 5,692.50",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400002645,2/3/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,"$ 1,663.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400003119,2/3/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,"$ 1,663.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,339,V21400002957,2/3/14,1/1/14,12/31/14,SOFTWARE MAINTENANCE,0,"$ 29,126.00",MONTAGUE INFORMATION TECHNOLOGY LLC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,349,V21400003023,2/3/14,10/1/13,9/30/14,SOFTWARE MAINTENANCE,0,"$ 51,545.95",EMC CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,279,V21400003273,2/4/14,1/1/14,12/31/14,SOFTWARE MAINTENANCE,0,"$ 5,692.50",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400003223,2/4/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,$ 660.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,349,V21400003122,2/4/14,10/1/13,11/22/13,SOFTWARE MAINTENANCE,0,"$ 52,013.46",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,349,V21400003126,2/4/14,1/1/14,1/31/14,SOFTWARE MAINTENANCE,0,"$ 24,539.00",CARAHSOFT TECHNOLOGY CORP
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,349,V21400003254,2/4/14,1/1/14,12/31/14,SOFTWARE MAINTENANCE,0,"$ 1,840.00",TECHSOL CONSULTING
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,286,V21400003256,2/7/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,$ 660.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,286,V21400003261,2/7/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,$ 660.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400003036,2/7/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,"$ 1,663.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400003255,2/7/14,8/15/13,12/31/13,SOFTWARE MAINTENANCE,0,$ 250.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,315,V21400003257,2/7/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,$ 660.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,349,V21400003415,2/7/14,11/6/13,11/6/13,SOFTWARE MAINTENANCE,0,"$ 9,010.00",FORCE 3 INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,349,V21400003431,2/7/14,10/1/13,9/30/14,SOFTWARE MAINTENANCE,0,"$ 4,121.10",MYTHICS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,279,V21400002688,2/10/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,"$ 11,816.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,279,V21400003338,2/10/14,1/2/14,1/2/14,SOFTWARE MAINTENANCE,0,"$ 1,018.00",DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,286,V21400003271,2/10/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,$ 660.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,286,V21400003328,2/10/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,$ 660.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,286,V21400003340,2/10/14,1/1/13,12/31/13,SOFTWARE MAINTENANCE,0,$ 660.00,DESKTOP SOLUTIONS INC
